sentence,target_word,acceptable_targets,variant_lexemes,structure_id,tags,cefr,difficulty,variant_group
She is standing by the door.,door,,tree;window;board;table,present_continuous,be|present_continuous|3rd_person|stand|preposition_by,a1,2,vg_9573f338c687339c
She is standing by the window.,window,,tree;door;board;table,present_continuous,be|present_continuous|3rd_person|stand|preposition_by,a1,2,vg_9573f338c687339c
She is standing by the board.,board,,tree;door;window;table,present_continuous,be|present_continuous|3rd_person|stand|preposition_by,a1,2,vg_9573f338c687339c
She is standing by the table.,table,,tree;door;window;board,present_continuous,be|present_continuous|3rd_person|stand|preposition_by,a1,2,vg_9573f338c687339c
She is very happy.,happy,,happy;sad;tired;busy;nice;kind;hungry;thirsty,be_adjective,be|adjective|3rd_person|intensifier|emotions,a1,2,
She is washing the car.,car,dish,floor,present_continuous,be|present_continuous|3rd_person|wash|article_the|plural,a1,2,vg_b3332fde90f96750
She is washing the floor.,floor,dish,car,present_continuous,be|present_continuous|3rd_person|wash|article_the|plural,a1,2,vg_b3332fde90f96750
She likes bananas and eggs.,bananas,banana,bananas;apples;oranges;cookies,likes_preferences,present_simple|3rd_person|likes|food|plural|conjunction_and,a1,3,
She likes her new bag.,bag,,hat;phone,likes_preferences,present_simple|3rd_person|likes|adjective|possessive_her,a1,2,vg_b0490f7be2b7d7ac
She likes her new hat.,hat,,bag;phone,likes_preferences,present_simple|3rd_person|likes|adjective|possessive_her,a1,2,vg_b0490f7be2b7d7ac
She likes her new phone.,phone,,bag;hat,likes_preferences,present_simple|3rd_person|likes|adjective|possessive_her,a1,2,vg_b0490f7be2b7d7ac
She likes juice and cookies.,juice,,water;milk,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_74938bb36270c1aa
She likes water and cookies.,water,,juice;milk,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_74938bb36270c1aa
She likes milk and cookies.,milk,,juice;water,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_74938bb36270c1aa
She likes milk and bread.,milk,,water;juice;cheese,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_1329fd1d1375fd12
She likes water and bread.,water,,milk;juice;cheese,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_1329fd1d1375fd12
She likes juice and bread.,juice,,milk;water;cheese,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_1329fd1d1375fd12
She likes cheese and bread.,cheese,,milk;water;juice,likes_preferences,present_simple|3rd_person|likes|food|conjunction_and,a1,3,vg_1329fd1d1375fd12
She likes the dog.,dog,,cat;bird;teacher;book,likes_preferences,present_simple|3rd_person|likes|article_the|animals,a1,2,vg_3bbfb4fc4d3759e0
She likes the cat.,cat,,dog;bird;teacher;book,likes_preferences,present_simple|3rd_person|likes|article_the|animals,a1,2,vg_3bbfb4fc4d3759e0
She likes the bird.,bird,,dog;cat;teacher;book,likes_preferences,present_simple|3rd_person|likes|article_the|animals,a1,2,vg_3bbfb4fc4d3759e0
She likes the teacher.,teacher,,dog;cat;bird;book,likes_preferences,present_simple|3rd_person|likes|article_the|animals,a1,2,vg_3bbfb4fc4d3759e0
She likes the book.,book,,dog;cat;bird;teacher,likes_preferences,present_simple|3rd_person|likes|article_the|animals,a1,2,vg_3bbfb4fc4d3759e0
She lives in a city.,city,,house;flat;school,daily_routines_actions,present_simple|3rd_person|live|preposition_in|article_a|places,a1,2,vg_9b38da5a74c8d018
She lives in a school.,school,,city;house;flat,daily_routines_actions,present_simple|3rd_person|live|preposition_in|article_a|places,a1,2,vg_9b38da5a74c8d018
She lives in a flat.,flat,,flat;house;city;town;village,daily_routines_actions,present_simple|3rd_person|live|preposition_in|article_a|home,a1,2,
She lives in a house.,house,,house;flat;city;town;village,daily_routines_actions,present_simple|3rd_person|live|preposition_in|article_a|home,a1,2,
She loves her cat.,cat,,dog;bird;sister;brother,likes_preferences,present_simple|3rd_person|loves|possessive_her|animals,a1,2,vg_336120adaee5a6bd
She loves her dog.,dog,,cat;bird;sister;brother,likes_preferences,present_simple|3rd_person|loves|possessive_her|animals,a1,2,vg_336120adaee5a6bd
She loves her bird.,bird,,cat;dog;sister;brother,likes_preferences,present_simple|3rd_person|loves|possessive_her|animals,a1,2,vg_336120adaee5a6bd
She loves her sister.,sister,,cat;dog;bird;brother,likes_preferences,present_simple|3rd_person|loves|possessive_her|animals,a1,2,vg_336120adaee5a6bd
She loves her brother.,brother,,cat;dog;bird;sister,likes_preferences,present_simple|3rd_person|loves|possessive_her|animals,a1,2,vg_336120adaee5a6bd
She loves her doll.,doll,,cat;dog;bag;hat;book,likes_preferences,present_simple|3rd_person|loves|possessive_her,a1,2,vg_5c7e7c4e9d8b347d
She loves her bag.,bag,,doll;cat;dog;hat;book,likes_preferences,present_simple|3rd_person|loves|possessive_her,a1,2,vg_5c7e7c4e9d8b347d
She loves her hat.,hat,,doll;cat;dog;bag;book,likes_preferences,present_simple|3rd_person|loves|possessive_her,a1,2,vg_5c7e7c4e9d8b347d
She loves her book.,book,,doll;cat;dog;bag;hat,likes_preferences,present_simple|3rd_person|loves|possessive_her,a1,2,vg_5c7e7c4e9d8b347d
She needs a new eraser.,eraser,,pen;pencil;ruler;book;bag,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She needs a new pen.,pen,,eraser;pencil;ruler;book;bag,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She needs a new pencil.,pencil,,eraser;pen;ruler;book;bag,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She needs a new ruler.,ruler,,eraser;pen;pencil;book;bag,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She needs a new book.,book,,eraser;pen;pencil;ruler;bag,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She needs a new bag.,bag,,eraser;pen;pencil;ruler;book,daily_routines_actions,present_simple|3rd_person|need|adjective|article_a,a1,3,vg_952769169352dbac
She plays football well.,football,,basketball;tennis,daily_routines_actions,present_simple|3rd_person|play|sports|adverb,a1,3,vg_59d5d22103e2465c
She plays basketball well.,basketball,,football;tennis,daily_routines_actions,present_simple|3rd_person|play|sports|adverb,a1,3,vg_59d5d22103e2465c
She plays tennis well.,tennis,,football;basketball,daily_routines_actions,present_simple|3rd_person|play|sports|adverb,a1,3,vg_59d5d22103e2465c
She sometimes finds a coin.,coin,,pen;key;ball,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|find|article_a,a1,3,vg_b2b9422058c4a14c
She sometimes finds a pen.,pen,,coin;key;ball,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|find|article_a,a1,3,vg_b2b9422058c4a14c
She sometimes finds a key.,key,,coin;pen;ball,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|find|article_a,a1,3,vg_b2b9422058c4a14c
She sometimes finds a ball.,ball,,coin;pen;key,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|find|article_a,a1,3,vg_b2b9422058c4a14c
She sometimes helps her friend.,friend,,sister;brother;teacher,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her,a1,3,vg_4d4d502962ba6a05
She sometimes helps her sister.,sister,,friend;brother;teacher,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her,a1,3,vg_4d4d502962ba6a05
She sometimes helps her brother.,brother,,friend;sister;teacher,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her,a1,3,vg_4d4d502962ba6a05
She sometimes helps her teacher.,teacher,,friend;sister;brother,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her,a1,3,vg_4d4d502962ba6a05
She sometimes helps her mother.,mother,,father;sister;brother;friend;teacher,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her|family,a1,3,vg_1ae615c3da2a2cb3
She sometimes helps her father.,father,,mother;sister;brother;friend;teacher,daily_routines_actions,present_simple|3rd_person|frequency_sometimes|help|possessive_her|family,a1,3,vg_1ae615c3da2a2cb3
She stands in front of the class.,class,,board;teacher;mirror;window;door,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,vg_375523978591a717
She stands in front of the board.,board,,class;teacher;mirror;window;door,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,vg_375523978591a717
She stands in front of the teacher.,teacher,,class;board;mirror;window;door,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,vg_375523978591a717
She stands in front of the door.,door,,class;board;teacher;mirror;window,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,vg_375523978591a717
She stands in front of the mirror.,mirror,,mirror;window;board;door;class,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,
She stands in front of the window.,window,,window;mirror;board;door;class,daily_routines_actions,present_simple|3rd_person|stand|preposition_in_front_of|article_the,a1,3,
Sit next to me.,me,,me;him;her;us,classroom_commands,imperative|sit|preposition_next_to|pronoun_object,a1,1,
Sit next to the window.,window,,door;board;wall;teacher;table,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to the door.,door,,window;board;wall;teacher;table,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to the board.,board,,window;door;wall;teacher;table,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to the wall.,wall,,window;door;board;teacher;table,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to the teacher.,teacher,,window;door;board;wall;table,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to the table.,table,,window;door;board;wall;teacher,classroom_commands,imperative|sit|preposition_next_to|article_the,a1,1,vg_ee48337440046c89
Sit next to your friend.,friend,,sister;brother;teacher,classroom_commands,imperative|sit|preposition_next_to|possessive_your,a1,1,vg_8143600bca271f9e
Sit next to your sister.,sister,,friend;brother;teacher,classroom_commands,imperative|sit|preposition_next_to|possessive_your,a1,1,vg_8143600bca271f9e
Sit next to your brother.,brother,,friend;sister;teacher,classroom_commands,imperative|sit|preposition_next_to|possessive_your,a1,1,vg_8143600bca271f9e
Sit next to your teacher.,teacher,,friend;sister;brother,classroom_commands,imperative|sit|preposition_next_to|possessive_your,a1,1,vg_8143600bca271f9e
Sit on the bench.,bench,,chair;floor;mat;grass;sofa,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,vg_de55aefad33624d8
Sit on the sofa.,sofa,,bench;chair;floor;mat;grass,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,vg_de55aefad33624d8
Sit on the chair.,chair,,chair;bench;floor;mat;grass;sofa,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,
Sit on the floor.,floor,,floor;chair;bench;mat;grass;sofa,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,
Sit on the grass.,grass,,grass;floor;chair;bench;mat;sofa,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,
Sit on the mat.,mat,,mat;floor;chair;bench;grass;sofa,classroom_commands,imperative|sit|preposition_on|article_the,a1,1,
"Stand back, please.",back,,back;up;here;still,classroom_commands,imperative|stand|please|adverb,a1,1,
"Stand up, please.",up,,up;back;here;still,classroom_commands,imperative|stand|please|particle,a1,1,
That is a brave dog.,dog,,cat;bird;baby;girl;boy,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a brave cat.,cat,,dog;bird;baby;girl;boy,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a brave bird.,bird,,dog;cat;baby;girl;boy,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a brave baby.,baby,,dog;cat;bird;girl;boy,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a brave girl.,girl,,dog;cat;bird;baby;boy,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a brave boy.,boy,,dog;cat;bird;baby;girl,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_2d5904e0e3d29e82
That is a fast bird.,bird,,dog;cat;car,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_c9fc22fe9794726a
That is a fast dog.,dog,,bird;cat;car,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_c9fc22fe9794726a
That is a fast cat.,cat,,bird;dog;car,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_c9fc22fe9794726a
That is a fast car.,car,,bird;dog;cat,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,2,vg_c9fc22fe9794726a
That is a small bird.,bird,,dog;cat;ball;hat,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,1,vg_22dc7411ab3d4b03
That is a small dog.,dog,,bird;cat;ball;hat,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,1,vg_22dc7411ab3d4b03
That is a small cat.,cat,,bird;dog;ball;hat,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,1,vg_22dc7411ab3d4b03
That is a small ball.,ball,,bird;dog;cat;hat,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,1,vg_22dc7411ab3d4b03
That is a small hat.,hat,,bird;dog;cat;ball,be_a_noun,be|demonstrative_that|adjective|article_a|singular|animals,a1,1,vg_22dc7411ab3d4b03
That is her mirror.,mirror,,bag;hat;phone;book,be_a_noun,be|demonstrative_that|possessive_her|singular,a1,2,vg_4d1af7c8dbd4fb53
That is her bag.,bag,,mirror;hat;phone;book,be_a_noun,be|demonstrative_that|possessive_her|singular,a1,2,vg_4d1af7c8dbd4fb53
That is her hat.,hat,,mirror;bag;phone;book,be_a_noun,be|demonstrative_that|possessive_her|singular,a1,2,vg_4d1af7c8dbd4fb53
That is her phone.,phone,,mirror;bag;hat;book,be_a_noun,be|demonstrative_that|possessive_her|singular,a1,2,vg_4d1af7c8dbd4fb53
That is her book.,book,,mirror;bag;hat;phone,be_a_noun,be|demonstrative_that|possessive_her|singular,a1,2,vg_4d1af7c8dbd4fb53
That is my chair.,chair,,bag;book;pen;hat,be_a_noun,be|demonstrative_that|possessive_my|singular,a1,1,vg_1776564980a361c4
That is my bag.,bag,,chair;book;pen;hat,be_a_noun,be|demonstrative_that|possessive_my|singular,a1,1,vg_1776564980a361c4
That is my book.,book,,chair;bag;pen;hat,be_a_noun,be|demonstrative_that|possessive_my|singular,a1,1,vg_1776564980a361c4
That is my pen.,pen,,chair;bag;book;hat,be_a_noun,be|demonstrative_that|possessive_my|singular,a1,1,vg_1776564980a361c4
That is my hat.,hat,,chair;bag;book;pen,be_a_noun,be|demonstrative_that|possessive_my|singular,a1,1,vg_1776564980a361c4
That is your chair.,chair,,bag;book;pen;hat,be_a_noun,be|demonstrative_that|possessive_your|singular,a1,1,vg_ebba4dc155780247
That is your bag.,bag,,chair;book;pen;hat,be_a_noun,be|demonstrative_that|possessive_your|singular,a1,1,vg_ebba4dc155780247
That is your book.,book,,chair;bag;pen;hat,be_a_noun,be|demonstrative_that|possessive_your|singular,a1,1,vg_ebba4dc155780247
That is your pen.,pen,,chair;bag;book;hat,be_a_noun,be|demonstrative_that|possessive_your|singular,a1,1,vg_ebba4dc155780247
That is your hat.,hat,,chair;bag;book;pen,be_a_noun,be|demonstrative_that|possessive_your|singular,a1,1,vg_ebba4dc155780247
The apple is in my bag.,bag,,box;pocket;hand,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_969dddd0dbcbc814
The apple is in my box.,box,,bag;pocket;hand,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_969dddd0dbcbc814
The apple is in my pocket.,pocket,,bag;box;hand,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_969dddd0dbcbc814
The apple is in my hand.,hand,,bag;box;pocket,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_969dddd0dbcbc814
The apple is on the plate.,plate,,table;floor;chair;mat,be_location,be|preposition_on|article_the|food,a1,2,vg_8ae3f9fa4ec4e3fc
The apple is on the table.,table,,plate;floor;chair;mat,be_location,be|preposition_on|article_the|food,a1,2,vg_8ae3f9fa4ec4e3fc
The apple is on the floor.,floor,,plate;table;chair;mat,be_location,be|preposition_on|article_the|food,a1,2,vg_8ae3f9fa4ec4e3fc
The apple is on the chair.,chair,,plate;table;floor;mat,be_location,be|preposition_on|article_the|food,a1,2,vg_8ae3f9fa4ec4e3fc
The apple is on the mat.,mat,,plate;table;floor;chair,be_location,be|preposition_on|article_the|food,a1,2,vg_8ae3f9fa4ec4e3fc
The baby is happy.,happy,,happy;sad;tired;hungry;cute,be_adjective,be|adjective|emotions|article_the,a1,1,
The bag is on the floor.,floor,,table;chair;bed;sofa,be_location,be|preposition_on|article_the,a1,1,vg_54a5c24f41419564
The bag is on the table.,table,,floor;chair;bed;sofa,be_location,be|preposition_on|article_the,a1,1,vg_54a5c24f41419564
The bag is on the chair.,chair,,floor;table;bed;sofa,be_location,be|preposition_on|article_the,a1,1,vg_54a5c24f41419564
The bag is on the bed.,bed,,floor;table;chair;sofa,be_location,be|preposition_on|article_the,a1,1,vg_54a5c24f41419564
The bag is on the sofa.,sofa,,floor;table;chair;bed,be_location,be|preposition_on|article_the,a1,1,vg_54a5c24f41419564
The bag is under the desk.,desk,,table;chair;bed;sofa,be_location,be|preposition_under|article_the,a1,1,vg_159bf5c9b3eba219
The bag is under the table.,table,,desk;chair;bed;sofa,be_location,be|preposition_under|article_the,a1,1,vg_159bf5c9b3eba219
The bag is under the chair.,chair,,desk;table;bed;sofa,be_location,be|preposition_under|article_the,a1,1,vg_159bf5c9b3eba219
The bag is under the bed.,bed,,desk;table;chair;sofa,be_location,be|preposition_under|article_the,a1,1,vg_159bf5c9b3eba219
The bag is under the sofa.,sofa,,desk;table;chair;bed,be_location,be|preposition_under|article_the,a1,1,vg_159bf5c9b3eba219
The ball is under the desk.,desk,,table;chair;bed;sofa,be_location,be|preposition_under|article_the,a1,1,vg_9b2e7583e6b20cb9
The ball is under the chair.,chair,,desk;table;bed;sofa,be_location,be|preposition_under|article_the,a1,1,vg_9b2e7583e6b20cb9
The ball is under the bed.,bed,,desk;table;chair;sofa,be_location,be|preposition_under|article_the,a1,1,vg_9b2e7583e6b20cb9
The ball is under the sofa.,sofa,,desk;table;chair;bed,be_location,be|preposition_under|article_the,a1,1,vg_9b2e7583e6b20cb9
The ball is under the table.,table,,table;desk;chair;bed;sofa,be_location,be|preposition_under|article_the,a1,1,
The bike is behind the house.,house,,tree;wall;door;car,be_location,be|preposition_behind|article_the|transport,a1,2,vg_3530f3c1046da30e
The bike is behind the tree.,tree,,house;wall;door;car,be_location,be|preposition_behind|article_the|transport,a1,2,vg_3530f3c1046da30e
The bike is behind the wall.,wall,,house;tree;door;car,be_location,be|preposition_behind|article_the|transport,a1,2,vg_3530f3c1046da30e
The bike is behind the door.,door,,house;tree;wall;car,be_location,be|preposition_behind|article_the|transport,a1,2,vg_3530f3c1046da30e
The bike is behind the car.,car,,house;tree;wall;door,be_location,be|preposition_behind|article_the|transport,a1,2,vg_3530f3c1046da30e
The bird is on the tree.,tree,,tree;wall;roof;wire;branch,be_location,be|preposition_on|article_the|animals,a1,1,
The bird is on the wall.,wall,,tree;door;window,be_location,be|preposition_on|article_the|animals,a1,1,vg_c1f92963b2a4a31a
The bird is on the door.,door,,wall;tree;window,be_location,be|preposition_on|article_the|animals,a1,1,vg_c1f92963b2a4a31a
The bird is on the window.,window,,wall;tree;door,be_location,be|preposition_on|article_the|animals,a1,1,vg_c1f92963b2a4a31a
The book is in the box.,box,,bag;drawer;shelf,be_location,be|preposition_in|article_the,a1,1,vg_c5e407dcca1bc814
The book is in the bag.,bag,,box;drawer;shelf,be_location,be|preposition_in|article_the,a1,1,vg_c5e407dcca1bc814
The book is in the drawer.,drawer,,box;bag;shelf,be_location,be|preposition_in|article_the,a1,1,vg_c5e407dcca1bc814
The book is in the shelf.,shelf,,box;bag;drawer,be_location,be|preposition_in|article_the,a1,1,vg_c5e407dcca1bc814
The book is next to the lamp.,lamp,,clock;phone;pen;cup,be_location,be|preposition_next_to|article_the,a1,2,vg_b9be65d9b20c6cd5
The book is next to the clock.,clock,,lamp;phone;pen;cup,be_location,be|preposition_next_to|article_the,a1,2,vg_b9be65d9b20c6cd5
The book is next to the phone.,phone,,lamp;clock;pen;cup,be_location,be|preposition_next_to|article_the,a1,2,vg_b9be65d9b20c6cd5
The book is next to the pen.,pen,,lamp;clock;phone;cup,be_location,be|preposition_next_to|article_the,a1,2,vg_b9be65d9b20c6cd5
The book is next to the cup.,cup,,lamp;clock;phone;pen,be_location,be|preposition_next_to|article_the,a1,2,vg_b9be65d9b20c6cd5
The boy is sad.,sad,,sad;happy;tired;hungry;angry,be_adjective,be|adjective|emotions|article_the,a1,1,
The boy reads a book.,book,,letter;sentence;word,daily_routines_actions,present_simple|3rd_person|read|article_a|article_the,a1,2,vg_992fb0713c561618
The boy reads a letter.,letter,,book;sentence;word,daily_routines_actions,present_simple|3rd_person|read|article_a|article_the,a1,2,vg_992fb0713c561618
The boy reads a sentence.,sentence,,book;letter;word,daily_routines_actions,present_simple|3rd_person|read|article_a|article_the,a1,2,vg_992fb0713c561618
The boy reads a word.,word,,book;letter;sentence,daily_routines_actions,present_simple|3rd_person|read|article_a|article_the,a1,2,vg_992fb0713c561618
The boys play football.,football,,basketball;tennis,daily_routines_actions,present_simple|3rd_person_plural|play|sports,a1,2,vg_ce1c25a269bb3da1
The boys play basketball.,basketball,,football;tennis,daily_routines_actions,present_simple|3rd_person_plural|play|sports,a1,2,vg_ce1c25a269bb3da1
The boys play tennis.,tennis,,football;basketball,daily_routines_actions,present_simple|3rd_person_plural|play|sports,a1,2,vg_ce1c25a269bb3da1
The cake is on the plate.,plate,,table;floor,be_location,be|preposition_on|article_the|food,a1,1,vg_dc550f7395e54781
The cake is on the table.,table,,plate;floor,be_location,be|preposition_on|article_the|food,a1,1,vg_dc550f7395e54781
The cake is on the floor.,floor,,plate;table,be_location,be|preposition_on|article_the|food,a1,1,vg_dc550f7395e54781
The candy is in my pocket.,pocket,,bag;hand;mouth,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_f1736596915d4a55
The candy is in my bag.,bag,,pocket;hand;mouth,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_f1736596915d4a55
The candy is in my hand.,hand,,pocket;bag;mouth,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_f1736596915d4a55
The candy is in my mouth.,mouth,,pocket;bag;hand,be_location,be|preposition_in|article_the|possessive_my|food,a1,2,vg_f1736596915d4a55
The cat is behind the door.,door,,chair;tree;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_4af74c069890083d
The cat is behind the chair.,chair,,door;tree;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_4af74c069890083d
The cat is behind the tree.,tree,,door;chair;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_4af74c069890083d
The cat is behind the sofa.,sofa,,door;chair;tree;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_4af74c069890083d
The cat is behind the wall.,wall,,door;chair;tree;sofa,be_location,be|preposition_behind|article_the|animals,a1,2,vg_4af74c069890083d
The cat is drinking milk.,milk,,water;juice,present_continuous,be|present_continuous|drink|animals|food,a1,2,vg_c46cc39fb6fa47a3
The cat is drinking water.,water,,milk;juice,present_continuous,be|present_continuous|drink|animals|food,a1,2,vg_c46cc39fb6fa47a3
The cat is drinking juice.,juice,,milk;water,present_continuous,be|present_continuous|drink|animals|food,a1,2,vg_c46cc39fb6fa47a3
The cat is on the table.,table,,chair;floor;sofa;bed,be_location,be|preposition_on|article_the|animals,a1,1,vg_ff07e4b6de46a482
The cat is on the chair.,chair,,table;floor;sofa;bed,be_location,be|preposition_on|article_the|animals,a1,1,vg_ff07e4b6de46a482
The cat is on the floor.,floor,,table;chair;sofa;bed,be_location,be|preposition_on|article_the|animals,a1,1,vg_ff07e4b6de46a482
The cat is on the sofa.,sofa,,table;chair;floor;bed,be_location,be|preposition_on|article_the|animals,a1,1,vg_ff07e4b6de46a482
The cat is on the bed.,bed,,table;chair;floor;sofa,be_location,be|preposition_on|article_the|animals,a1,1,vg_ff07e4b6de46a482
The cat is sleeping on the chair.,chair,,sofa;bed;floor;mat,present_continuous,be|present_continuous|sleep|preposition_on|animals,a1,2,vg_5102ce4c90fe151d
The cat is sleeping on the sofa.,sofa,,chair;bed;floor;mat,present_continuous,be|present_continuous|sleep|preposition_on|animals,a1,2,vg_5102ce4c90fe151d
The cat is sleeping on the bed.,bed,,chair;sofa;floor;mat,present_continuous,be|present_continuous|sleep|preposition_on|animals,a1,2,vg_5102ce4c90fe151d
The cat is sleeping on the floor.,floor,,chair;sofa;bed;mat,present_continuous,be|present_continuous|sleep|preposition_on|animals,a1,2,vg_5102ce4c90fe151d
The cat is sleeping on the mat.,mat,,chair;sofa;bed;floor,present_continuous,be|present_continuous|sleep|preposition_on|animals,a1,2,vg_5102ce4c90fe151d
The dog is behind the chair.,chair,,door;tree;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_f8056f2cf766e673
The dog is behind the door.,door,,chair;tree;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_f8056f2cf766e673
The dog is behind the tree.,tree,,chair;door;sofa;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_f8056f2cf766e673
The dog is behind the sofa.,sofa,,chair;door;tree;wall,be_location,be|preposition_behind|article_the|animals,a1,2,vg_f8056f2cf766e673
The dog is behind the wall.,wall,,chair;door;tree;sofa,be_location,be|preposition_behind|article_the|animals,a1,2,vg_f8056f2cf766e673
The dog is playing with a ball.,ball,,toy;bone;rope,present_continuous,be|present_continuous|play|preposition_with|animals,a1,2,vg_e753f89e468aea79
The dog is playing with a toy.,toy,,ball;bone;rope,present_continuous,be|present_continuous|play|preposition_with|animals,a1,2,vg_e753f89e468aea79
The dog is playing with a bone.,bone,,ball;toy;rope,present_continuous,be|present_continuous|play|preposition_with|animals,a1,2,vg_e753f89e468aea79
The dog is playing with a rope.,rope,,ball;toy;bone,present_continuous,be|present_continuous|play|preposition_with|animals,a1,2,vg_e753f89e468aea79
The dog is running fast.,running,,running;walking;jumping;swimming,present_continuous,be|present_continuous|adverb|animals,a1,2,
The dog is wagging its tail.,tail,,tail,present_continuous,be|present_continuous|wag|possessive_its|animals|body_parts,a1,2,
The girl is happy.,happy,,happy;sad;tired;hungry;cute;quiet,be_adjective,be|adjective|emotions|article_the,a1,1,
The girl writes a letter.,letter,,book;word;sentence,daily_routines_actions,present_simple|3rd_person|write|article_a|article_the,a1,2,vg_599a1211c86eae5e
The girl writes a book.,book,,letter;word;sentence,daily_routines_actions,present_simple|3rd_person|write|article_a|article_the,a1,2,vg_599a1211c86eae5e
The girl writes a word.,word,,letter;book;sentence,daily_routines_actions,present_simple|3rd_person|write|article_a|article_the,a1,2,vg_599a1211c86eae5e
The girl writes a sentence.,sentence,,letter;book;word,daily_routines_actions,present_simple|3rd_person|write|article_a|article_the,a1,2,vg_599a1211c86eae5e
The girls jump rope.,rope,,rope,daily_routines_actions,present_simple|3rd_person_plural|jump|sports,a1,2,
